"exam","teacher","course","section","file","ext","sizeBytes","path"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1).pdf",".pdf","3915303","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1).pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup1203796643.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup1203796643.pdf",".pdf","2117740","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup1203796643.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup1203796643.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup1332234261.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup1332234261.pdf",".pdf","1771994","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup1332234261.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup1332234261.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup1709032044.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup1709032044.pdf",".pdf","1731583","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup1709032044.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup1709032044.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup1917875150.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup1917875150.pdf",".pdf","4335010","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup1917875150.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup1917875150.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup2140935126.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup2140935126.pdf",".pdf","3048703","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup2140935126.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup2140935126.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup225701616.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup225701616.pdf",".pdf","1503559","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup225701616.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup225701616.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup320041375.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup320041375.pdf",".pdf","1791502","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup320041375.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup320041375.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup34246469.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup34246469.pdf",".pdf","1259921","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup34246469.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup34246469.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup441762193.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup441762193.pdf",".pdf","1582606","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup441762193.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup441762193.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup519028884.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup519028884.pdf",".pdf","1791502","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup519028884.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup519028884.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup668033066.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup668033066.pdf",".pdf","8960501","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup668033066.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup668033066.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","DE-Google-Tai-lieu-1-__dup837091175.pdf--3.-TOEIC-Chuyen-sau","DE - Google Tài liệu (1)__dup837091175.pdf",".pdf","1694771","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\DE-Google-Tai-lieu-1-__dup837091175.pdf--3.-TOEIC-Chuyen-sau\DE - Google Tài liệu (1)__dup837091175.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","E-Google-Tai-lieu.pdf--3.-TOEIC-Chuyen-sau","ĐE - Google Tài liệu.pdf",".pdf","2084689","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\E-Google-Tai-lieu.pdf--3.-TOEIC-Chuyen-sau\ĐE - Google Tài liệu.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","FILEPDFTOEICVOCABTRUNGCAP+CHUYENSAU-L25S2_1679470347_1679470348.pdf-Goog.pdf__251209431","FILEPDFTOEICVOCABTRUNGCẤP+CHUYÊNSÂU-L25S2_1679470347_1679470348.pdf - Goog.pdf",".pdf","628540","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\FILEPDFTOEICVOCABTRUNGCAP+CHUYENSAU-L25S2_1679470347_1679470348.pdf-Goog.pdf__251209431\FILEPDFTOEICVOCABTRUNGCẤP+CHUYÊNSÂU-L25S2_1679470347_1679470348.pdf - Goog.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","L3PDF_1667898801_1667898801.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","L3PDF_1667898801_1667898801.pdf - Google Drive.pdf",".pdf","627228","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\L3PDF_1667898801_1667898801.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\L3PDF_1667898801_1667898801.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","L4PDF_1667898828_1667898828.pdf-Google-Dri.pdf--3.-TOEIC-Chuyen-sau","L4PDF_1667898828_1667898828.pdf - Google Dri.pdf",".pdf","631022","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\L4PDF_1667898828_1667898828.pdf-Google-Dri.pdf--3.-TOEIC-Chuyen-sau\L4PDF_1667898828_1667898828.pdf - Google Dri.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","L8PDF_1667890772_1667890773.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","L8PDF_1667890772_1667890773.pdf - Google Drive.pdf",".pdf","581687","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\L8PDF_1667890772_1667890773.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\L8PDF_1667890772_1667890773.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","LO-TRINH-TOEIC-PREP-CHUYEN-SAU-Google-Tai-lieu.pdf--3.-TOEIC-Chuyen-sau","LỘ TRÌNH TOEIC PREP CHUYÊN SÂU - Google Tài liệu.pdf",".pdf","921816","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\LO-TRINH-TOEIC-PREP-CHUYEN-SAU-Google-Tai-lieu.pdf--3.-TOEIC-Chuyen-sau\LỘ TRÌNH TOEIC PREP CHUYÊN SÂU - Google Tài liệu.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","Part1_1677493018_1677493018.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","Part1_1677493018_1677493018.pdf - Google Drive.pdf",".pdf","385260","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\Part1_1677493018_1677493018.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\Part1_1677493018_1677493018.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","Part2_1676962248_1676962248.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","Part2_1676962248_1676962248.pdf - Google Drive.pdf",".pdf","517326","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\Part2_1676962248_1676962248.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\Part2_1676962248_1676962248.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","Part3_1676962311_1676962312.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","Part3_1676962311_1676962312.pdf - Google Drive.pdf",".pdf","642883","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\Part3_1676962311_1676962312.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\Part3_1676962311_1676962312.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","Part4_1676962326_1676962326.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","Part4_1676962326_1676962326.pdf - Google Drive.pdf",".pdf","589473","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\Part4_1676962326_1676962326.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\Part4_1676962326_1676962326.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","Part5_1676962737_1676962738.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","Part5_1676962737_1676962738.pdf - Google Drive.pdf",".pdf","957157","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\Part5_1676962737_1676962738.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\Part5_1676962737_1676962738.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","Part6_1676962758_1676962758.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","Part6_1676962758_1676962758.pdf - Google Drive.pdf",".pdf","1074994","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\Part6_1676962758_1676962758.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\Part6_1676962758_1676962758.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","Part7_1676962770_1676962771.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau","Part7_1676962770_1676962771.pdf - Google Drive.pdf",".pdf","360138","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\Part7_1676962770_1676962771.pdf-Google-Drive.pdf--3.-TOEIC-Chuyen-sau\Part7_1676962770_1676962771.pdf - Google Drive.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB_FilePDF-Lesson12-anh-uc-_1667899177_1667899177.pdf--3.-TOEIC-Chuyen-sau","TOEICVOCAB_FilePDF-Lesson12(anhĐức)_1667899177_1667899177.pdf",".pdf","79437","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB_FilePDF-Lesson12-anh-uc-_1667899177_1667899177.pdf--3.-TOEIC-Chuyen-sau\TOEICVOCAB_FilePDF-Lesson12(anhĐức)_1667899177_1667899177.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB_FilePDF-Lesson16-anhTung-_1667899212_1667899212.pdf--3.-TOEIC-Chuyen-sau","TOEICVOCAB_FilePDF-Lesson16(anhTùng)_1667899212_1667899212.pdf",".pdf","80077","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB_FilePDF-Lesson16-anhTung-_1667899212_1667899212.pdf--3.-TOEIC-Chuyen-sau\TOEICVOCAB_FilePDF-Lesson16(anhTùng)_1667899212_1667899212.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB_FilePDF-Lesson20-chiChi-_1667899284_1667899284.pdf-Goo.pdf--3.-TOEIC-Chuyen-sau","TOEICVOCAB_FilePDF-Lesson20(chịChi)_1667899284_1667899284.pdf - Goo.pdf",".pdf","537578","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB_FilePDF-Lesson20-chiChi-_1667899284_1667899284.pdf-Goo.pdf--3.-TOEIC-Chuyen-sau\TOEICVOCAB_FilePDF-Lesson20(chịChi)_1667899284_1667899284.pdf - Goo.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB_FilePDF-Lesson24-anh-uc-1-_1667899460_1667899461.pdf-Goo.pdf--3.-TO__1176269019","TOEICVOCAB_FilePDF-Lesson24(anhĐức)(1)_1667899460_1667899461.pdf - Goo.pdf",".pdf","557136","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB_FilePDF-Lesson24-anh-uc-1-_1667899460_1667899461.pdf-Goo.pdf--3.-TO__1176269019\TOEICVOCAB_FilePDF-Lesson24(anhĐức)(1)_1667899460_1667899461.pdf - Goo.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON11-cChi-_1667896004_1667896004.pdf-Google-D.pdf__388002411","TOEICVOCAB-SECTION2PDF-LESSON11(cChi)_1667896004_1667896004.pdf - Google D.pdf",".pdf","595236","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON11-cChi-_1667896004_1667896004.pdf-Google-D.pdf__388002411\TOEICVOCAB-SECTION2PDF-LESSON11(cChi)_1667896004_1667896004.pdf - Google D.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON15-a-uc-_1667896034_1667896035.pdf--3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON15(aĐức)_1667896034_1667896035.pdf",".pdf","79359","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON15-a-uc-_1667896034_1667896035.pdf--3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON15(aĐức)_1667896034_1667896035.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON17CCHI_1667896065_1667896065.pdf-G.pdf--3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON17CCHI_1667896065_1667896065.pdf - G.pdf",".pdf","619454","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON17CCHI_1667896065_1667896065.pdf-G.pdf--3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON17CCHI_1667896065_1667896065.pdf - G.pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON21-A-UC-_1667896088_1667896088.pdf-.pdf--3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON21(AĐỨC)_1667896088_1667896088.pdf - .pdf",".pdf","582771","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON21-A-UC-_1667896088_1667896088.pdf-.pdf--3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON21(AĐỨC)_1667896088_1667896088.pdf - .pdf"
"toeic","PREP-2024","3.-TOEIC-Chuyen-sau","TOEICVOCAB-SECTION2PDF-LESSON21-A-UC-_1667896088_1667896088.pdf-Google-D.pdf__1641397641","TOEICVOCAB-SECTION2PDF-LESSON21(AĐỨC)_1667896088_1667896088.pdf - Google D.pdf",".pdf","582771","courses\toeic\PREP-2024\3.-TOEIC-Chuyen-sau\TOEICVOCAB-SECTION2PDF-LESSON21-A-UC-_1667896088_1667896088.pdf-Google-D.pdf__1641397641\TOEICVOCAB-SECTION2PDF-LESSON21(AĐỨC)_1667896088_1667896088.pdf - Google D.pdf"
"toeic","Study4","1.-TU-VUNG","01.pdf--1.-TU-VUNG","01.pdf",".pdf","8162064","courses\toeic\Study4\1.-TU-VUNG\01.pdf--1.-TU-VUNG\01.pdf"
"toeic","Study4","1.-TU-VUNG","02.pdf--1.-TU-VUNG","02.pdf",".pdf","7671854","courses\toeic\Study4\1.-TU-VUNG\02.pdf--1.-TU-VUNG\02.pdf"
"toeic","Study4","1.-TU-VUNG","03.pdf--1.-TU-VUNG","03.pdf",".pdf","8246701","courses\toeic\Study4\1.-TU-VUNG\03.pdf--1.-TU-VUNG\03.pdf"
"toeic","Study4","1.-TU-VUNG","04.pdf--1.-TU-VUNG","04.pdf",".pdf","7968899","courses\toeic\Study4\1.-TU-VUNG\04.pdf--1.-TU-VUNG\04.pdf"
"toeic","Study4","1.-TU-VUNG","05.pdf--1.-TU-VUNG","05.pdf",".pdf","8712283","courses\toeic\Study4\1.-TU-VUNG\05.pdf--1.-TU-VUNG\05.pdf"
"toeic","Study4","1.-TU-VUNG","06.pdf--1.-TU-VUNG","06.pdf",".pdf","8135646","courses\toeic\Study4\1.-TU-VUNG\06.pdf--1.-TU-VUNG\06.pdf"
"toeic","Study4","1.-TU-VUNG","07.pdf--1.-TU-VUNG","07.pdf",".pdf","7740094","courses\toeic\Study4\1.-TU-VUNG\07.pdf--1.-TU-VUNG\07.pdf"
"toeic","Study4","1.-TU-VUNG","08.pdf--1.-TU-VUNG","08.pdf",".pdf","8221111","courses\toeic\Study4\1.-TU-VUNG\08.pdf--1.-TU-VUNG\08.pdf"
"toeic","Study4","1.-TU-VUNG","09.pdf--1.-TU-VUNG","09.pdf",".pdf","8449873","courses\toeic\Study4\1.-TU-VUNG\09.pdf--1.-TU-VUNG\09.pdf"
"toeic","Study4","1.-TU-VUNG","10.pdf--1.-TU-VUNG","10.pdf",".pdf","8110575","courses\toeic\Study4\1.-TU-VUNG\10.pdf--1.-TU-VUNG\10.pdf"
"toeic","Study4","1.-TU-VUNG","11.pdf--1.-TU-VUNG","11.pdf",".pdf","7748042","courses\toeic\Study4\1.-TU-VUNG\11.pdf--1.-TU-VUNG\11.pdf"
"toeic","Study4","1.-TU-VUNG","12.pdf--1.-TU-VUNG","12.pdf",".pdf","7441231","courses\toeic\Study4\1.-TU-VUNG\12.pdf--1.-TU-VUNG\12.pdf"
"toeic","Study4","1.-TU-VUNG","13.pdf--1.-TU-VUNG","13.pdf",".pdf","8244380","courses\toeic\Study4\1.-TU-VUNG\13.pdf--1.-TU-VUNG\13.pdf"
"toeic","Study4","1.-TU-VUNG","14.pdf--1.-TU-VUNG","14.pdf",".pdf","7644508","courses\toeic\Study4\1.-TU-VUNG\14.pdf--1.-TU-VUNG\14.pdf"
"toeic","Study4","1.-TU-VUNG","15.pdf--1.-TU-VUNG","15.pdf",".pdf","8517427","courses\toeic\Study4\1.-TU-VUNG\15.pdf--1.-TU-VUNG\15.pdf"
"toeic","Study4","1.-TU-VUNG","16.pdf--1.-TU-VUNG","16.pdf",".pdf","8114769","courses\toeic\Study4\1.-TU-VUNG\16.pdf--1.-TU-VUNG\16.pdf"
"toeic","Study4","1.-TU-VUNG","17.pdf--1.-TU-VUNG","17.pdf",".pdf","8356667","courses\toeic\Study4\1.-TU-VUNG\17.pdf--1.-TU-VUNG\17.pdf"
"toeic","Study4","1.-TU-VUNG","18.pdf--1.-TU-VUNG","18.pdf",".pdf","8139249","courses\toeic\Study4\1.-TU-VUNG\18.pdf--1.-TU-VUNG\18.pdf"
"toeic","Study4","1.-TU-VUNG","19.pdf--1.-TU-VUNG","19.pdf",".pdf","8395562","courses\toeic\Study4\1.-TU-VUNG\19.pdf--1.-TU-VUNG\19.pdf"
"toeic","Study4","1.-TU-VUNG","20.pdf--1.-TU-VUNG","20.pdf",".pdf","8312749","courses\toeic\Study4\1.-TU-VUNG\20.pdf--1.-TU-VUNG\20.pdf"
"toeic","Study4","1.-TU-VUNG","21.pdf--1.-TU-VUNG","21.pdf",".pdf","8433783","courses\toeic\Study4\1.-TU-VUNG\21.pdf--1.-TU-VUNG\21.pdf"
"toeic","Study4","1.-TU-VUNG","22.pdf--1.-TU-VUNG","22.pdf",".pdf","8142889","courses\toeic\Study4\1.-TU-VUNG\22.pdf--1.-TU-VUNG\22.pdf"
"toeic","Study4","1.-TU-VUNG","23.pdf--1.-TU-VUNG","23.pdf",".pdf","7420980","courses\toeic\Study4\1.-TU-VUNG\23.pdf--1.-TU-VUNG\23.pdf"
"toeic","Study4","2.-NGU-PHAP","ai-tu.pdf--2.-NGU-PHAP","Đại từ.pdf",".pdf","1019692","courses\toeic\Study4\2.-NGU-PHAP\ai-tu.pdf--2.-NGU-PHAP\Đại từ.pdf"
"toeic","Study4","2.-NGU-PHAP","Danh-ong-tu.pdf--2.-NGU-PHAP","Danh động từ.pdf",".pdf","994291","courses\toeic\Study4\2.-NGU-PHAP\Danh-ong-tu.pdf--2.-NGU-PHAP\Danh động từ.pdf"
"toeic","Study4","2.-NGU-PHAP","Danh-tu-phan-1-.pdf--2.-NGU-PHAP","Danh từ (phần 1).pdf",".pdf","64492","courses\toeic\Study4\2.-NGU-PHAP\Danh-tu-phan-1-.pdf--2.-NGU-PHAP\Danh từ (phần 1).pdf"
"toeic","Study4","2.-NGU-PHAP","Danh-tu-phan-2-.pdf--2.-NGU-PHAP","Danh từ (phần 2).pdf",".pdf","108296","courses\toeic\Study4\2.-NGU-PHAP\Danh-tu-phan-2-.pdf--2.-NGU-PHAP\Danh từ (phần 2).pdf"
"toeic","Study4","2.-NGU-PHAP","Gioi-tu.pdf--2.-NGU-PHAP","Giới từ.pdf",".pdf","302270","courses\toeic\Study4\2.-NGU-PHAP\Gioi-tu.pdf--2.-NGU-PHAP\Giới từ.pdf"
"toeic","Study4","2.-NGU-PHAP","Grammar_Cau_dieu_kien.pdf--2.-NGU-PHAP","Grammar_Cau_dieu_kien.pdf",".pdf","951063","courses\toeic\Study4\2.-NGU-PHAP\Grammar_Cau_dieu_kien.pdf--2.-NGU-PHAP\Grammar_Cau_dieu_kien.pdf"
"toeic","Study4","2.-NGU-PHAP","Grammar_Cau_truc_so_sanh.pdf--2.-NGU-PHAP","Grammar_Cau_truc_so_sanh.pdf",".pdf","940117","courses\toeic\Study4\2.-NGU-PHAP\Grammar_Cau_truc_so_sanh.pdf--2.-NGU-PHAP\Grammar_Cau_truc_so_sanh.pdf"
"toeic","Study4","2.-NGU-PHAP","Grammar_Menh_de_quan_he.pdf--2.-NGU-PHAP","Grammar_Menh_de_quan_he.pdf",".pdf","909133","courses\toeic\Study4\2.-NGU-PHAP\Grammar_Menh_de_quan_he.pdf--2.-NGU-PHAP\Grammar_Menh_de_quan_he.pdf"
"toeic","Study4","2.-NGU-PHAP","Grammar_Phan_tu_va_cau_truc_phan_tu.pdf--2.-NGU-PHAP","Grammar_Phan_tu_va_cau_truc_phan_tu.pdf",".pdf","878696","courses\toeic\Study4\2.-NGU-PHAP\Grammar_Phan_tu_va_cau_truc_phan_tu.pdf--2.-NGU-PHAP\Grammar_Phan_tu_va_cau_truc_phan_tu.pdf"
"toeic","Study4","2.-NGU-PHAP","Grammar_Trang_tu.pdf-Google-Drive.pdf--2.-NGU-PHAP","Grammar_Trang_tu.pdf - Google Drive.pdf",".pdf","2749419","courses\toeic\Study4\2.-NGU-PHAP\Grammar_Trang_tu.pdf-Google-Drive.pdf--2.-NGU-PHAP\Grammar_Trang_tu.pdf - Google Drive.pdf"
"toeic","Study4","2.-NGU-PHAP","Kien-thuc-co-ban-1_-tu-loai-va-cum-tu.pdf-Google-Drive.pdf--2.-NGU-PHAP","Kiến thức cơ bản 1_ từ loại và cụm từ.pdf - Google Drive.pdf",".pdf","1447365","courses\toeic\Study4\2.-NGU-PHAP\Kien-thuc-co-ban-1_-tu-loai-va-cum-tu.pdf-Google-Drive.pdf--2.-NGU-PHAP\Kiến thức cơ bản 1_ từ loại và cụm từ.pdf - Google Drive.pdf"
"toeic","Study4","2.-NGU-PHAP","Kien-thuc-co-ban-2_-menh-e-va-cau.pdf-Google-Drive.pdf--2.-NGU-PHAP","Kiến thức cơ bản 2_ mệnh đề và câu.pdf - Google Drive.pdf",".pdf","1454348","courses\toeic\Study4\2.-NGU-PHAP\Kien-thuc-co-ban-2_-menh-e-va-cau.pdf-Google-Drive.pdf--2.-NGU-PHAP\Kiến thức cơ bản 2_ mệnh đề và câu.pdf - Google Drive.pdf"
"toeic","Study4","2.-NGU-PHAP","Lien-tu.pdf--2.-NGU-PHAP","Liên từ.pdf",".pdf","78323","courses\toeic\Study4\2.-NGU-PHAP\Lien-tu.pdf--2.-NGU-PHAP\Liên từ.pdf"
"toeic","Study4","2.-NGU-PHAP","ong-tu-nguyen-mau.pdf--2.-NGU-PHAP","Động từ nguyên mẫu.pdf",".pdf","877019","courses\toeic\Study4\2.-NGU-PHAP\ong-tu-nguyen-mau.pdf--2.-NGU-PHAP\Động từ nguyên mẫu.pdf"
"toeic","Study4","2.-NGU-PHAP","ong-tu-nguyen-mau-co-to.pdf--2.-NGU-PHAP","Động từ nguyên mẫu có to.pdf",".pdf","1001799","courses\toeic\Study4\2.-NGU-PHAP\ong-tu-nguyen-mau-co-to.pdf--2.-NGU-PHAP\Động từ nguyên mẫu có to.pdf"
"toeic","Study4","2.-NGU-PHAP","The.pdf--2.-NGU-PHAP","Thể.pdf",".pdf","932981","courses\toeic\Study4\2.-NGU-PHAP\The.pdf--2.-NGU-PHAP\Thể.pdf"
"toeic","Study4","2.-NGU-PHAP","Thi.pdf--2.-NGU-PHAP","Thì.pdf",".pdf","1225919","courses\toeic\Study4\2.-NGU-PHAP\Thi.pdf--2.-NGU-PHAP\Thì.pdf"
"toeic","Study4","2.-NGU-PHAP","Tinh-tu.pdf--2.-NGU-PHAP","Tính từ.pdf",".pdf","998236","courses\toeic\Study4\2.-NGU-PHAP\Tinh-tu.pdf--2.-NGU-PHAP\Tính từ.pdf"
"toeic","Study4","Part-1_-Photographs-Nghe-tranh","2.-Tranh-ta-ca-nguoi-va-vat.pdf-Google-Drive.pdf--Part-1_-Photographs-Nghe-tranh","2. Tranh tả cả người và vật.pdf - Google Drive.pdf",".pdf","1520795","courses\toeic\Study4\Part-1_-Photographs-Nghe-tranh\2.-Tranh-ta-ca-nguoi-va-vat.pdf-Google-Drive.pdf--Part-1_-Photographs-Nghe-tranh\2. Tranh tả cả người và vật.pdf - Google Drive.pdf"
"toeic","Study4","Part-1_-Photographs-Nghe-tranh","2.-Tranh-ta-nguoi.pdf-Google-Drive.pdf--Part-1_-Photographs-Nghe-tranh","2. Tranh tả người.pdf - Google Drive.pdf",".pdf","3802310","courses\toeic\Study4\Part-1_-Photographs-Nghe-tranh\2.-Tranh-ta-nguoi.pdf-Google-Drive.pdf--Part-1_-Photographs-Nghe-tranh\2. Tranh tả người.pdf - Google Drive.pdf"
